Umur,Kelas Pekerja,Pekerjaan,Jam per Minggu,Gaji
36,Pekerja Bebas Perusahaan,Sales,60.0,<=7jt
44,Pemerintah Lokal,Petani,30.0,<=7jt
54,Pemerintah Negara,Ekesekutif Managerial,38.0,<=7jt
43,Pemerintah Negara,Servis Lainnya,40.0,<=7jt
49,Wiraswasta,Spesialis,50.0,<=7jt
29,Wiraswasta,Spesialis,40.0,<=7jt
37,Wiraswasta,Petani,40.0,<=7jt
23,Wiraswasta,Pemuka Agama,40.0,<=7jt
32,Pemerintah Lokal,Servis Lainnya,41.0,<=7jt
42,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
35,Pemerintah Provinsi,Spesialis,50.0,>7jt
28,Wiraswasta,Pembersih,40.0,<=7jt
41,Pemerintah Provinsi,Spesialis,40.0,<=7jt
43,Wiraswasta,Servis Lainnya,40.0,<=7jt
38,Pemerintah Lokal,Perbaikan Kerajinan,40.0,<=7jt
25,Wiraswasta,Sales,40.0,<=7jt
21,Pemerintah Lokal,Ekesekutif Managerial,40.0,<=7jt
21,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
40,Wiraswasta,Pemuka Agama,40.0,<=7jt
57,Wiraswasta,Servis Lainnya,40.0,<=7jt
21,Wiraswasta,Pemuka Agama,40.0,<=7jt
19,Pekerja Bebas Perusahaan,Servis Lainnya,6.0,<=7jt
37,Wiraswasta,Ekesekutif Managerial,45.0,>7jt
28,Pemerintah Negara,Pemuka Agama,40.0,<=7jt
28,Wiraswasta,Spesialis,50.0,<=7jt
62,Wiraswasta,Servis Lainnya,20.0,<=7jt
40,Pemerintah Lokal,Ekesekutif Managerial,40.0,<=7jt
24,Wiraswasta,Pembersih,50.0,<=7jt
26,Pemerintah Lokal,Penjaga,40.0,>7jt
45,Wiraswasta,Ekesekutif Managerial,50.0,<=7jt
49,?,?,28.0,<=7jt
46,Pekerja Bebas Perusahaan,Sales,52.0,<=7jt
37,Pekerja Bebas Perusahaan,Ekesekutif Managerial,70.0,>7jt
41,Wiraswasta,Supir,70.0,<=7jt
41,Wiraswasta,Sales,40.0,>7jt
31,Pekerja Bebas Bukan Perusahan,Spesialis,48.0,<=7jt
36,Wiraswasta,Ekesekutif Managerial,52.0,<=7jt
36,Wiraswasta,Tech-support,55.0,<=7jt
23,Wiraswasta,Pemuka Agama,25.0,<=7jt
50,Wiraswasta,Sales,32.0,<=7jt
55,Wiraswasta,Spesialis,40.0,<=7jt
57,?,?,35.0,<=7jt
52,Pemerintah Provinsi,Tech-support,40.0,<=7jt
28,Wiraswasta,Supir,40.0,<=7jt
46,Wiraswasta,Pemuka Agama,37.0,<=7jt
34,Wiraswasta,Pemuka Agama,40.0,<=7jt
42,Wiraswasta,Spesialis,45.0,>7jt
41,Wiraswasta,Perbaikan Kerajinan,48.0,<=7jt
43,Wiraswasta,Pemuka Agama,45.0,<=7jt
30,Wiraswasta,Sales,42.0,<=7jt
17,Wiraswasta,Sales,30.0,<=7jt
46,Wiraswasta,Spesialis,40.0,<=7jt
28,Pemerintah Lokal,Supir,40.0,<=7jt
17,Wiraswasta,Sales,20.0,<=7jt
17,Wiraswasta,Sales,30.0,<=7jt
35,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
19,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
37,Wiraswasta,Perbaikan Kerajinan,45.0,<=7jt
59,Wiraswasta,Pemuka Agama,40.0,<=7jt
24,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
53,Pemerintah Negara,Ekesekutif Managerial,38.0,>7jt
36,Wiraswasta,Petani,50.0,<=7jt
38,Wiraswasta,Ekesekutif Managerial,55.0,>7jt
21,?,?,35.0,<=7jt
59,Pekerja Bebas Perusahaan,Sales,60.0,>7jt
18,?,?,33.0,<=7jt
57,Wiraswasta,Servis Lainnya,54.0,<=7jt
24,Wiraswasta,Perbaikan Kerajinan,50.0,<=7jt
33,Wiraswasta,Sales,45.0,>7jt
38,Wiraswasta,Perbaikan Kerajinan,60.0,<=7jt
21,Wiraswasta,Pemuka Agama,20.0,<=7jt
53,Wiraswasta,Ekesekutif Managerial,55.0,>7jt
50,Wiraswasta,Ekesekutif Managerial,55.0,>7jt
32,Pemerintah Provinsi,Ekesekutif Managerial,40.0,<=7jt
39,Pemerintah Lokal,Spesialis,30.0,<=7jt
53,Wiraswasta,Pemuka Agama,22.0,<=7jt
31,Wiraswasta,Tech-support,50.0,<=7jt
18,Wiraswasta,Sales,25.0,<=7jt
56,Pekerja Bebas Bukan Perusahan,Petani,20.0,>7jt
45,Wiraswasta,Supir,48.0,<=7jt
38,Wiraswasta,Ekesekutif Managerial,50.0,>7jt
36,Wiraswasta,Perbaikan Kerajinan,40.0,>7jt
50,Pekerja Bebas Perusahaan,Spesialis,45.0,>7jt
23,Wiraswasta,Pemuka Agama,40.0,<=7jt
41,Pekerja Bebas Bukan Perusahan,Spesialis,60.0,>7jt
58,Pemerintah Lokal,Spesialis,40.0,>7jt
58,Wiraswasta,Ekesekutif Managerial,60.0,>7jt
39,Wiraswasta,Sales,40.0,<=7jt
19,Wiraswasta,Tech-support,30.0,<=7jt
19,?,?,18.0,<=7jt
52,Pekerja Bebas Perusahaan,Spesialis,60.0,>7jt
40,Wiraswasta,Sales,60.0,>7jt
39,Pemerintah Lokal,Spesialis,40.0,<=7jt
36,Wiraswasta,Perbaikan Kerajinan,55.0,<=7jt
33,?,?,40.0,<=7jt
22,?,?,40.0,<=7jt
30,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
26,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
31,Wiraswasta,Servis Lainnya,40.0,<=7jt
46,Pemerintah Lokal,Ekesekutif Managerial,60.0,>7jt
28,Wiraswasta,Pemuka Agama,60.0,>7jt
20,Wiraswasta,Pembersih,20.0,<=7jt
49,Pemerintah Negara,Perbaikan Kerajinan,40.0,<=7jt
67,?,?,15.0,<=7jt
63,Pemerintah Lokal,Pemuka Agama,45.0,<=7jt
59,Wiraswasta,Ekesekutif Managerial,45.0,>7jt
77,?,?,40.0,<=7jt
49,Wiraswasta,Spesialis,40.0,<=7jt
65,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
28,Pemerintah Negara,Ekesekutif Managerial,40.0,<=7jt
47,Pemerintah Provinsi,Pemuka Agama,40.0,<=7jt
23,Wiraswasta,Sales,20.0,<=7jt
29,Wiraswasta,Pemuka Agama,40.0,<=7jt
25,Wiraswasta,Pemuka Agama,40.0,<=7jt
45,Wiraswasta,Perbaikan Kerajinan,40.0,>7jt
51,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
19,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
38,Wiraswasta,Mesin Inspeksi,48.0,>7jt
43,Wiraswasta,Servis Lainnya,35.0,<=7jt
28,Wiraswasta,Perbaikan Kerajinan,50.0,<=7jt
47,Wiraswasta,Ekesekutif Managerial,50.0,<=7jt
37,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
49,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
42,Wiraswasta,Pemuka Agama,25.0,<=7jt
31,Pemerintah Provinsi,Tech-support,40.0,<=7jt
77,Pekerja Bebas Bukan Perusahan,Supir,12.0,<=7jt
38,Wiraswasta,Perbaikan Kerajinan,50.0,>7jt
45,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
25,Wiraswasta,Supir,40.0,<=7jt
31,Pemerintah Lokal,Spesialis,50.0,<=7jt
39,Pekerja Bebas Bukan Perusahan,Supir,45.0,>7jt
22,Pemerintah Lokal,Penjaga,56.0,<=7jt
35,Pekerja Bebas Bukan Perusahan,Petani,55.0,<=7jt
37,Wiraswasta,Pembersih,40.0,<=7jt
55,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
25,Wiraswasta,Servis Lainnya,40.0,<=7jt
47,Wiraswasta,Ekesekutif Managerial,35.0,>7jt
39,Wiraswasta,Supir,40.0,>7jt
70,Wiraswasta,Perbaikan Kerajinan,37.0,<=7jt
30,Wiraswasta,Petani,45.0,<=7jt
29,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,40.0,<=7jt
33,Wiraswasta,Servis Lainnya,30.0,<=7jt
37,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
45,Wiraswasta,Sales,65.0,>7jt
22,Pemerintah Negara,Servis Lainnya,10.0,<=7jt
43,Pekerja Bebas Perusahaan,Ekesekutif Managerial,50.0,<=7jt
28,Wiraswasta,Sales,51.0,<=7jt
51,Wiraswasta,Penjaga,40.0,<=7jt
46,Pekerja Bebas Bukan Perusahan,Ekesekutif Managerial,15.0,<=7jt
32,Pekerja Bebas Bukan Perusahan,Petani,70.0,<=7jt
27,Wiraswasta,Tech-support,20.0,<=7jt
30,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
31,Wiraswasta,Spesialis,36.0,<=7jt
47,Pemerintah Lokal,Servis Lainnya,20.0,<=7jt
23,Wiraswasta,Pemuka Agama,45.0,<=7jt
35,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
44,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,40.0,>7jt
23,Wiraswasta,Ekesekutif Managerial,45.0,<=7jt
38,Wiraswasta,Ekesekutif Managerial,44.0,>7jt
62,Wiraswasta,Pemuka Agama,30.0,<=7jt
23,Pemerintah Provinsi,Tentara,40.0,<=7jt
50,Pekerja Bebas Bukan Perusahan,Petani,20.0,<=7jt
38,Wiraswasta,Sales,40.0,<=7jt
38,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
28,Pemerintah Lokal,Penjaga,40.0,<=7jt
32,Wiraswasta,Perbaikan Kerajinan,55.0,>7jt
49,Pekerja Bebas Bukan Perusahan,Spesialis,35.0,>7jt
43,Wiraswasta,Mesin Inspeksi,50.0,<=7jt
32,Wiraswasta,Sales,50.0,>7jt
37,Wiraswasta,Supir,45.0,>7jt
56,Wiraswasta,Spesialis,60.0,<=7jt
31,Wiraswasta,Perbaikan Kerajinan,20.0,<=7jt
61,Wiraswasta,Spesialis,20.0,>7jt
41,Pemerintah Lokal,Ekesekutif Managerial,40.0,<=7jt
64,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,30.0,>7jt
21,Wiraswasta,Servis Lainnya,70.0,<=7jt
49,Wiraswasta,Sales,15.0,<=7jt
17,Wiraswasta,Servis Lainnya,18.0,<=7jt
24,Wiraswasta,Pemuka Agama,40.0,<=7jt
35,Pemerintah Negara,Ekesekutif Managerial,45.0,<=7jt
48,Pekerja Bebas Bukan Perusahan,Spesialis,35.0,>7jt
31,Pekerja Bebas Bukan Perusahan,Spesialis,60.0,<=7jt
35,Wiraswasta,Spesialis,40.0,>7jt
67,Pemerintah Negara,Ekesekutif Managerial,40.0,<=7jt
42,Pemerintah Provinsi,Ekesekutif Managerial,50.0,>7jt
40,Pemerintah Lokal,Spesialis,40.0,>7jt
19,Wiraswasta,Sales,40.0,<=7jt
38,Pemerintah Negara,Ekesekutif Managerial,45.0,<=7jt
29,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
40,Pekerja Bebas Bukan Perusahan,Spesialis,70.0,>7jt
54,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
23,Wiraswasta,Servis Lainnya,35.0,<=7jt
32,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
28,Wiraswasta,Tech-support,50.0,<=7jt
19,Wiraswasta,Servis Lainnya,16.0,<=7jt
42,Wiraswasta,Pemuka Agama,40.0,<=7jt
35,Wiraswasta,Sales,50.0,>7jt
29,Pemerintah Lokal,Penjaga,56.0,>7jt
34,Wiraswasta,Supir,60.0,<=7jt
55,Wiraswasta,Servis Lainnya,40.0,<=7jt
43,Pekerja Bebas Perusahaan,Perbaikan Kerajinan,40.0,<=7jt
26,Wiraswasta,Pembersih,40.0,<=7jt
50,Wiraswasta,Ekesekutif Managerial,38.0,<=7jt
37,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
52,Wiraswasta,Ekesekutif Managerial,55.0,>7jt
47,Wiraswasta,Pemuka Agama,44.0,>7jt
29,Pekerja Bebas Bukan Perusahan,Tech-support,60.0,<=7jt
63,?,?,20.0,<=7jt
38,Wiraswasta,Sales,40.0,<=7jt
21,Pemerintah Lokal,Pemuka Agama,40.0,<=7jt
40,Wiraswasta,Mesin Inspeksi,50.0,>7jt
27,Wiraswasta,Pembersih,40.0,<=7jt
43,Pemerintah Provinsi,Ekesekutif Managerial,60.0,<=7jt
32,Wiraswasta,Servis Lainnya,13.0,<=7jt
39,Wiraswasta,Ekesekutif Managerial,50.0,>7jt
27,Wiraswasta,Pemuka Agama,50.0,<=7jt
40,Pemerintah Provinsi,Penjaga,40.0,<=7jt
27,Wiraswasta,Servis Lainnya,40.0,<=7jt
23,Wiraswasta,Servis Lainnya,20.0,<=7jt
17,Wiraswasta,Pemuka Agama,20.0,<=7jt
33,Wiraswasta,Mesin Inspeksi,50.0,<=7jt
23,Wiraswasta,Supir,46.0,<=7jt
21,Wiraswasta,Pemuka Agama,10.0,<=7jt
47,Wiraswasta,Perbaikan Kerajinan,40.0,>7jt
20,Wiraswasta,Sales,25.0,<=7jt
30,Wiraswasta,Sales,40.0,<=7jt
48,Pemerintah Lokal,Ekesekutif Managerial,40.0,>7jt
41,Wiraswasta,Tech-support,40.0,>7jt
27,Wiraswasta,Mesin Inspeksi,40.0,>7jt
51,Pemerintah Negara,Perbaikan Kerajinan,45.0,<=7jt
55,Wiraswasta,Supir,60.0,>7jt
50,Pemerintah Lokal,Pemuka Agama,35.0,<=7jt
47,Wiraswasta,Tech-support,84.0,>7jt
49,Wiraswasta,Pemuka Agama,40.0,>7jt
51,Wiraswasta,Sales,35.0,<=7jt
22,?,?,40.0,<=7jt
36,Wiraswasta,Supir,40.0,<=7jt
20,Wiraswasta,Spesialis,35.0,<=7jt
51,Wiraswasta,Supir,60.0,<=7jt
33,Wiraswasta,Sales,20.0,<=7jt
72,Wiraswasta,Pemuka Agama,40.0,<=7jt
54,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
34,Wiraswasta,Perbaikan Kerajinan,50.0,>7jt
44,Pekerja Bebas Perusahaan,Perbaikan Kerajinan,60.0,<=7jt
28,Wiraswasta,Penjaga,40.0,<=7jt
26,Wiraswasta,Spesialis,40.0,<=7jt
47,Wiraswasta,Pemuka Agama,40.0,<=7jt
50,Wiraswasta,Servis Lainnya,40.0,<=7jt
21,Wiraswasta,Mesin Inspeksi,20.0,<=7jt
43,Wiraswasta,Sales,50.0,<=7jt
19,Wiraswasta,Pemuka Agama,20.0,<=7jt
35,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
29,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
40,Wiraswasta,Servis Lainnya,40.0,<=7jt
60,Wiraswasta,Servis Lainnya,40.0,<=7jt
25,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
47,Wiraswasta,Spesialis,44.0,<=7jt
19,Wiraswasta,Pemuka Agama,30.0,<=7jt
25,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
27,Wiraswasta,Sales,55.0,<=7jt
62,Pemerintah Lokal,Penjaga,24.0,<=7jt
42,Pemerintah Negara,Sales,40.0,<=7jt
46,Wiraswasta,Perbaikan Kerajinan,30.0,<=7jt
27,Wiraswasta,Servis Lainnya,40.0,<=7jt
57,Wiraswasta,Ekesekutif Managerial,60.0,>7jt
29,Wiraswasta,Petani,97.0,<=7jt
38,Wiraswasta,Spesialis,99.0,>7jt
19,Wiraswasta,Sales,30.0,<=7jt
50,Pemerintah Negara,Penjaga,40.0,<=7jt
20,Wiraswasta,Servis Lainnya,30.0,<=7jt
18,Wiraswasta,Sales,20.0,<=7jt
30,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
18,?,?,40.0,<=7jt
52,Pemerintah Provinsi,Pemuka Agama,48.0,>7jt
22,Wiraswasta,Servis Lainnya,40.0,<=7jt
23,Pekerja Bebas Bukan Perusahan,Pemuka Agama,40.0,<=7jt
20,Wiraswasta,Ekesekutif Managerial,30.0,<=7jt
59,Wiraswasta,Perbaikan Kerajinan,40.0,>7jt
42,Pekerja Bebas Bukan Perusahan,Petani,70.0,<=7jt
43,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
34,Pemerintah Lokal,Servis Lainnya,40.0,<=7jt
50,Wiraswasta,Spesialis,40.0,>7jt
23,?,?,32.0,<=7jt
29,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
22,Wiraswasta,Supir,40.0,<=7jt
39,Wiraswasta,Spesialis,40.0,>7jt
45,Wiraswasta,Petani,70.0,<=7jt
45,Wiraswasta,Mesin Inspeksi,48.0,<=7jt
27,Wiraswasta,Pembersih,40.0,<=7jt
48,Pemerintah Provinsi,Pemuka Agama,48.0,>7jt
22,Wiraswasta,Perbaikan Kerajinan,60.0,<=7jt
66,?,?,6.0,<=7jt
25,Wiraswasta,Petani,50.0,>7jt
33,Wiraswasta,Servis Lainnya,40.0,<=7jt
43,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,30.0,<=7jt
33,Wiraswasta,Pemuka Agama,40.0,<=7jt
46,Wiraswasta,Pemuka Agama,40.0,<=7jt
40,Wiraswasta,Mesin Inspeksi,48.0,<=7jt
20,?,?,16.0,<=7jt
34,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
41,Wiraswasta,Servis Lainnya,21.0,<=7jt
29,Wiraswasta,Pemuka Agama,40.0,<=7jt
50,Pekerja Bebas Perusahaan,Ekesekutif Managerial,40.0,<=7jt
19,Wiraswasta,Sales,40.0,<=7jt
41,Wiraswasta,Servis Lainnya,40.0,<=7jt
31,Wiraswasta,Pemuka Agama,38.0,<=7jt
38,Pemerintah Negara,Ekesekutif Managerial,40.0,<=7jt
20,Wiraswasta,Pembersih,40.0,<=7jt
49,Pemerintah Lokal,Spesialis,50.0,<=7jt
54,?,?,43.0,<=7jt
36,Pemerintah Lokal,Spesialis,40.0,<=7jt
23,Wiraswasta,Ekesekutif Managerial,55.0,<=7jt
41,Wiraswasta,Servis Lainnya,55.0,<=7jt
17,Wiraswasta,Sales,15.0,<=7jt
23,Wiraswasta,Tech-support,40.0,<=7jt
18,?,?,40.0,<=7jt
26,Wiraswasta,Mesin Inspeksi,45.0,<=7jt
44,Pemerintah Lokal,Penjaga,40.0,>7jt
42,Wiraswasta,Perbaikan Kerajinan,45.0,<=7jt
43,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
17,Wiraswasta,Spesialis,18.0,<=7jt
32,Pekerja Bebas Perusahaan,Sales,40.0,<=7jt
33,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
33,Wiraswasta,Mesin Inspeksi,46.0,<=7jt
61,Wiraswasta,Spesialis,42.0,<=7jt
21,Wiraswasta,Servis Lainnya,30.0,<=7jt
28,Wiraswasta,Ekesekutif Managerial,50.0,>7jt
65,?,?,27.0,<=7jt
58,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
32,Wiraswasta,Perbaikan Kerajinan,48.0,<=7jt
41,Wiraswasta,Spesialis,45.0,<=7jt
36,Wiraswasta,Mesin Inspeksi,40.0,>7jt
34,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
23,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
80,Wiraswasta,Spesialis,60.0,<=7jt
51,Wiraswasta,Spesialis,35.0,>7jt
45,Pekerja Bebas Perusahaan,Perbaikan Kerajinan,55.0,>7jt
26,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
23,Wiraswasta,Servis Lainnya,40.0,<=7jt
19,Wiraswasta,Petani,40.0,<=7jt
44,Pekerja Bebas Bukan Perusahan,Pembersih,40.0,>7jt
35,Wiraswasta,Tech-support,35.0,>7jt
27,Wiraswasta,Pemuka Agama,40.0,<=7jt
23,Wiraswasta,Pemuka Agama,16.0,<=7jt
29,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
19,Wiraswasta,Supir,20.0,<=7jt
25,Wiraswasta,Pemuka Agama,40.0,<=7jt
23,Wiraswasta,Supir,50.0,<=7jt
38,Wiraswasta,Pemuka Agama,40.0,<=7jt
18,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
43,?,?,50.0,<=7jt
51,Pekerja Bebas Bukan Perusahan,Petani,40.0,<=7jt
34,Pekerja Bebas Bukan Perusahan,Supir,80.0,<=7jt
37,Pemerintah Negara,Supir,40.0,<=7jt
26,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
81,Pekerja Bebas Bukan Perusahan,Spesialis,3.0,<=7jt
37,Wiraswasta,Perbaikan Kerajinan,40.0,>7jt
49,Wiraswasta,Ekesekutif Managerial,45.0,>7jt
62,Wiraswasta,Spesialis,40.0,<=7jt
47,Pekerja Bebas Bukan Perusahan,Ekesekutif Managerial,40.0,<=7jt
25,Pemerintah Lokal,Spesialis,50.0,<=7jt
18,Wiraswasta,Servis Lainnya,20.0,<=7jt
36,Wiraswasta,Supir,50.0,<=7jt
23,Wiraswasta,Sales,40.0,<=7jt
55,Wiraswasta,Supir,74.0,>7jt
41,Wiraswasta,Spesialis,40.0,>7jt
23,Wiraswasta,Spesialis,30.0,<=7jt
36,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
52,Pemerintah Provinsi,Penjaga,40.0,<=7jt
27,Wiraswasta,Supir,48.0,<=7jt
48,Pemerintah Negara,Spesialis,24.0,<=7jt
42,Wiraswasta,Sales,50.0,<=7jt
33,Wiraswasta,Servis Lainnya,40.0,<=7jt
22,Wiraswasta,Ekesekutif Managerial,35.0,<=7jt
43,Wiraswasta,Servis Lainnya,40.0,<=7jt
40,Pemerintah Lokal,Penjaga,40.0,<=7jt
50,Wiraswasta,Perbaikan Kerajinan,50.0,>7jt
19,Wiraswasta,Perbaikan Kerajinan,15.0,<=7jt
36,Wiraswasta,Supir,50.0,<=7jt
67,?,?,10.0,<=7jt
22,Wiraswasta,Pemuka Agama,40.0,<=7jt
28,Wiraswasta,Ekesekutif Managerial,50.0,<=7jt
25,Wiraswasta,Sales,52.0,<=7jt
37,Wiraswasta,Supir,45.0,<=7jt
38,Pekerja Bebas Bukan Perusahan,Spesialis,37.0,>7jt
38,Wiraswasta,Ekesekutif Managerial,45.0,<=7jt
56,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,55.0,<=7jt
17,Wiraswasta,Servis Lainnya,20.0,<=7jt
45,Wiraswasta,Ekesekutif Managerial,50.0,<=7jt
40,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
18,Wiraswasta,Servis Lainnya,15.0,<=7jt
37,Wiraswasta,Spesialis,40.0,>7jt
25,Wiraswasta,Spesialis,50.0,<=7jt
47,Wiraswasta,Supir,60.0,<=7jt
26,?,?,40.0,<=7jt
54,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
46,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
57,Wiraswasta,Spesialis,40.0,>7jt
38,Wiraswasta,Pemuka Agama,40.0,<=7jt
23,Wiraswasta,Pemuka Agama,40.0,<=7jt
34,Wiraswasta,Ekesekutif Managerial,38.0,<=7jt
28,Wiraswasta,Sales,40.0,<=7jt
36,Pekerja Bebas Perusahaan,Perbaikan Kerajinan,40.0,<=7jt
77,?,?,6.0,>7jt
29,Wiraswasta,Pemuka Agama,40.0,<=7jt
19,Wiraswasta,Spesialis,11.0,<=7jt
52,Wiraswasta,Supir,55.0,<=7jt
35,Wiraswasta,Ekesekutif Managerial,50.0,>7jt
36,Wiraswasta,Spesialis,40.0,>7jt
26,Wiraswasta,Pemuka Agama,40.0,<=7jt
19,Wiraswasta,Servis Lainnya,25.0,<=7jt
27,Wiraswasta,Penjaga,40.0,<=7jt
21,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
34,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
27,Wiraswasta,Servis Lainnya,40.0,<=7jt
30,Pemerintah Negara,Penjaga,45.0,<=7jt
47,Pemerintah Provinsi,Pemuka Agama,40.0,<=7jt
53,Wiraswasta,Ekesekutif Managerial,50.0,>7jt
32,Pemerintah Provinsi,Spesialis,56.0,>7jt
61,Wiraswasta,Servis Lainnya,40.0,<=7jt
40,Wiraswasta,Sales,40.0,<=7jt
58,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
40,Wiraswasta,Sales,40.0,<=7jt
23,Wiraswasta,Sales,15.0,>7jt
53,Wiraswasta,Perbaikan Kerajinan,66.0,<=7jt
46,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
46,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
49,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
30,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
32,Pemerintah Lokal,Penjaga,40.0,<=7jt
29,Wiraswasta,Perbaikan Kerajinan,35.0,<=7jt
23,Wiraswasta,Pemuka Agama,15.0,<=7jt
49,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
36,Pekerja Bebas Bukan Perusahan,Sales,40.0,>7jt
34,Wiraswasta,Perbaikan Kerajinan,48.0,>7jt
43,Pekerja Bebas Bukan Perusahan,Pembersih,60.0,<=7jt
31,Wiraswasta,Servis Lainnya,99.0,>7jt
46,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
66,Wiraswasta,Spesialis,20.0,<=7jt
33,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,40.0,<=7jt
46,Pemerintah Lokal,Spesialis,25.0,>7jt
25,Pemerintah Negara,Tech-support,40.0,<=7jt
31,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
43,Wiraswasta,Perbaikan Kerajinan,40.0,>7jt
19,Wiraswasta,Pembersih,20.0,<=7jt
27,Pemerintah Negara,Spesialis,40.0,<=7jt
59,?,?,40.0,>7jt
57,Pekerja Bebas Perusahaan,Ekesekutif Managerial,90.0,>7jt
47,Wiraswasta,Pemuka Agama,40.0,<=7jt
62,Wiraswasta,Spesialis,70.0,<=7jt
31,Wiraswasta,Ekesekutif Managerial,50.0,>7jt
25,Wiraswasta,Tech-support,48.0,>7jt
46,Wiraswasta,Sales,42.0,<=7jt
44,Wiraswasta,Tech-support,38.0,<=7jt
51,Wiraswasta,Ekesekutif Managerial,60.0,>7jt
59,Pekerja Bebas Perusahaan,Sales,40.0,<=7jt
26,Wiraswasta,Pembersih,48.0,<=7jt
38,Pemerintah Provinsi,Spesialis,50.0,>7jt
76,Wiraswasta,Penjaga,12.0,<=7jt
33,Wiraswasta,Spesialis,21.0,>7jt
24,Wiraswasta,Sales,45.0,<=7jt
36,Pemerintah Lokal,Pemuka Agama,35.0,>7jt
24,Wiraswasta,Mesin Inspeksi,45.0,<=7jt
53,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,40.0,<=7jt
48,Wiraswasta,Spesialis,25.0,<=7jt
65,?,?,50.0,<=7jt
26,Wiraswasta,Supir,40.0,<=7jt
50,Wiraswasta,Supir,40.0,<=7jt
39,Wiraswasta,Supir,55.0,<=7jt
29,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
72,Wiraswasta,Petani,35.0,<=7jt
45,Pemerintah Lokal,Perbaikan Kerajinan,40.0,>7jt
31,Wiraswasta,Supir,65.0,<=7jt
42,Pekerja Bebas Bukan Perusahan,Sales,48.0,<=7jt
63,Pekerja Bebas Bukan Perusahan,Sales,15.0,<=7jt
41,Wiraswasta,Perbaikan Kerajinan,42.0,<=7jt
40,?,?,35.0,>7jt
49,Pekerja Bebas Bukan Perusahan,Mesin Inspeksi,40.0,<=7jt
31,Pekerja Bebas Perusahaan,Perbaikan Kerajinan,45.0,<=7jt
51,Wiraswasta,Sales,55.0,>7jt
